text,amount,date,label
Employer Inc #6571,3150.94,17:32.5,Salary
Walmart,163.53,17:32.5,Shopping
HOA Fees #4891,1168.57,17:32.5,Rent
Payroll,3490.02,17:32.5,Salary
Payroll,2318.12,17:32.5,Salary
United,134.5,17:32.5,Travel
H&M #2654,99.2,17:32.5,Shopping
Stripe Payout #3736,2595.65,17:32.5,Salary
Uber,192.68,17:32.5,Transport
Vitamin Shop #7301,67.81,17:32.5,Health
Hospital,117.91,17:32.5,Health
Internet Bill #366,174.82,17:32.5,Utilities
Vitamin Shop #3435,99.88,17:32.5,Health
Zara,90.56,17:32.5,Shopping
Amtrak #3430,79.65,17:32.5,Travel
Whole Foods #6628,41.1,17:32.5,Groceries
Starbucks,38.17,17:32.5,Food & Drink
Aldi #5249,171.26,17:32.5,Groceries
Amazon #6166,141.47,17:32.5,Shopping
Vitamin Shop #3191,65.66,17:32.5,Health
Direct Deposit,2599.62,17:32.5,Salary
Delta,58.72,17:32.5,Travel
ConEd,146.66,17:32.5,Utilities
Zara #3253,78.7,17:32.5,Shopping
Dentist,181.7,17:32.5,Health
Employer Inc #1126,2460.79,17:32.5,Salary
Landlord #5243,2594.34,17:32.5,Rent
Bakery #9262,32.84,17:32.5,Groceries
Yoga Class #416,41.46,17:32.5,Health
AMC Theaters,181.85,17:32.5,Entertainment
Spotify,27.23,17:32.5,Utilities
Mortgage #7008,1272.64,17:32.5,Rent
Payroll,4009.4,17:32.5,Salary
Employer Inc #504,3490.51,17:32.5,Salary
Upwork,4850.95,17:32.5,Salary
Hospital #9635,110.94,17:32.5,Health
Bakery,39.84,17:32.5,Groceries
Hospital #419,112.2,17:32.5,Health
Landlord #8909,2361.93,17:32.5,Rent
Kroger #9143,194.43,17:32.5,Groceries
Trash Pickup,90.38,17:32.5,Utilities
Rent Payment,1738.59,17:32.5,Rent
Direct Deposit #6765,2498.86,17:32.5,Salary
Parking,57.81,17:32.5,Transport
Water Bill #7466,129.22,17:32.5,Utilities
Bar XYZ #3610,10.55,17:32.5,Food & Drink
HOA Fees,1072.79,17:32.5,Rent
Bowling,193.8,17:32.5,Entertainment
Chipotle,44.93,17:32.5,Food & Drink
Payroll #7283,4207.18,17:32.5,Salary
Vitamin Shop,116.42,17:32.5,Health
Costco #336,134.8,17:32.5,Groceries
Resort #6692,109.16,17:32.5,Travel
Fruit Stand,22.77,17:32.5,Groceries
HOA Fees #8242,2919.89,17:32.5,Rent
ConEd #2354,91.81,17:32.5,Utilities
Ticketmaster,149.75,17:32.5,Entertainment
HOA Fees #3689,1796.36,17:32.5,Rent
Hulu,115.25,17:32.5,Utilities
Dunkin #2163,39.6,17:32.5,Food & Drink
Whole Foods #9456,141.42,17:32.5,Groceries
Vending Machine #8936,48.2,17:32.5,Food & Drink
Train Ticket #7329,129.92,17:32.5,Transport
Upwork #7129,4930.14,17:32.5,Salary
Gym Membership,172.99,17:32.5,Health
ConEd #1211,10.17,17:32.5,Utilities
Starbucks #6937,33.12,17:32.5,Food & Drink
Planet Fitness #8806,197.45,17:32.5,Health
Resort #6628,29.89,17:32.5,Travel
Lime Scooter,196.79,17:32.5,Transport
Direct Deposit #4607,2195.74,17:32.5,Salary
Hulu #8489,146.46,17:32.5,Utilities
Ticketmaster #246,67.11,17:32.5,Entertainment
Bakery #4798,66.3,17:32.5,Groceries
Rent Payment #8366,1573.27,17:32.5,Rent
CVS #3376,110.1,17:32.5,Health
Verizon,195.73,17:32.5,Utilities
Amtrak #2966,164.5,17:32.5,Travel
Whole Foods,33.23,17:32.5,Groceries
Chipotle,6.45,17:32.5,Food & Drink
Uber,185.02,17:32.5,Transport
Chipotle #2155,25.38,17:32.5,Food & Drink
Trash Pickup,85.81,17:32.5,Utilities
Car Rental,98.84,17:32.5,Travel
Landlord #370,1968.63,17:32.5,Rent
Payroll,4281.57,17:32.5,Salary
Train Ticket #5827,173.13,17:32.5,Transport
Walgreens #3977,130.48,17:32.5,Health
Resort,185.48,17:32.5,Travel
Local Market,96.99,17:32.5,Groceries
Delta #7343,53.54,17:32.5,Travel
Ticketmaster #6936,46.22,17:32.5,Entertainment
Employer Inc,3240.53,17:32.5,Salary
Booking.com #1121,62.01,17:32.5,Travel
Parking,23.62,17:32.5,Transport
Spotify Premium,29.48,17:32.5,Entertainment
McDonalds #5434,40.72,17:32.5,Food & Drink
Expedia,80.93,17:32.5,Travel
Doctor Visit #3725,82.39,17:32.5,Health
Netflix,63.94,17:32.5,Utilities
Mortgage #8906,2578.65,17:32.5,Rent
Internet Bill #8835,42.25,17:32.5,Utilities
HOA Fees,1516.09,17:32.5,Rent
Fruit Stand #4747,102.35,17:32.5,Groceries
Spotify Premium #1270,55.33,17:32.5,Entertainment
Doctor Visit #5866,196.29,17:32.5,Health
Concert,178.02,17:32.5,Entertainment
Expedia,146.61,17:32.5,Travel
Electric Co,153.71,17:32.5,Utilities
Gas Station #418,87.62,17:32.5,Transport
Planet Fitness #5015,88.54,17:32.5,Health
Rent Payment,1760.1,17:32.5,Rent
Bar XYZ,25.16,17:32.5,Food & Drink
Vitamin Shop,36.9,17:32.5,Health
Internet Bill,114.19,17:32.5,Utilities
Parking #3290,158.42,17:32.5,Transport
